"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.88","49.83","SPARWOOD A","1157635","2022-02-01 00:00","2022","02","01","00:00","-10.2","","-14.6","","71","","","M","12","","11","","","M","88.43","","","","-16","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-02-01 01:00","2022","02","01","01:00","-11.0","","-15.4","","70","","","M","12","","20","","","M","88.42","","","","-19","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-02-01 02:00","2022","02","01","02:00","-11.9","","-16.4","","70","","","M","12","","19","","","M","88.45","","","","-20","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-02-01 03:00","2022","02","01","03:00","-12.9","","-17.4","","69","","","M","12","","17","","","M","88.45","","","","-21","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-02-01 04:00","2022","02","01","04:00","-13.7","","-18.0","","70","","","M","12","","24","","","M","88.44","","","","-23","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-02-01 05:00","2022","02","01","05:00","-14.4","","-18.8","","70","","","M","13","","19","","","M","88.42","","","","-23","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-02-01 06:00","2022","02","01","06:00","-14.4","","-18.8","","70","","","M","12","","28","","","M","88.44","","","","-25","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-02-01 07:00","2022","02","01","07:00","-14.4","","-18.9","","69","","","M","12","","35","","","M","88.45","","","","-26","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-02-01 08:00","2022","02","01","08:00","-14.0","","-19.6","","63","","","M","11","","39","","","M","88.50","","","","-26","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-02-01 09:00","2022","02","01","09:00","-14.0","","-20.0","","61","","","M","11","","29","","","M","88.56","","","","-25","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-02-01 10:00","2022","02","01","10:00","-14.6","","-21.2","","57","","","M","10","","25","","","M","88.67","","","","-25","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-02-01 11:00","2022","02","01","11:00","-14.8","","-21.3","","58","","","M","12","","28","","","M","88.72","","","","-25","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-02-01 12:00","2022","02","01","12:00","-14.6","","-20.9","","59","","","M","12","","21","","","M","88.72","","","","-24","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-02-01 13:00","2022","02","01","13:00","-14.7","","-22.1","","54","","","M","13","","16","","","M","88.73","","","","-23","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-02-01 14:00","2022","02","01","14:00","-15.1","","-19.4","","70","","","M","13","","14","","","M","88.78","","","","-23","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-02-01 15:00","2022","02","01","15:00","-15.4","","-18.9","","75","","","M","14","","13","","","M","88.86","","","","-23","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-02-01 16:00","2022","02","01","16:00","-15.6","","-20.4","","67","","","M","14","","10","","","M","88.94","","","","-22","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-02-01 17:00","2022","02","01","17:00","-15.9","","-21.7","","62","","","M","13","","15","","","M","89.03","","","","-24","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-02-01 18:00","2022","02","01","18:00","-16.1","","-22.8","","57","","","M","12","","16","","","M","89.08","","","","-25","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-02-01 19:00","2022","02","01","19:00","-17.1","","-23.9","","56","","","M","12","","8","","","M","89.16","","","","-23","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-02-01 20:00","2022","02","01","20:00","-18.0","","-24.4","","58","","","M","14","","10","","","M","89.29","","","","-25","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-02-01 21:00","2022","02","01","21:00","-18.2","","-25.4","","54","","","M","13","","11","","","M","89.36","","","","-25","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-02-01 22:00","2022","02","01","22:00","-18.9","","-25.8","","55","","","M","14","","9","","","M","89.45","","","","-25","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-02-01 23:00","2022","02","01","23:00","-19.4","","-26.0","","56","","","M","12","","11","","","M","89.49","","","","-27","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-02-02 00:00","2022","02","02","00:00","-19.8","","-26.2","","58","","","M","13","","7","","","M","89.51","","","","-25","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-02-02 01:00","2022","02","02","01:00","-22.2","","-26.3","","70","","","M","1","","8","","","M","89.54","","","","-29","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-02-02 02:00","2022","02","02","02:00","-23.8","","-26.8","","77","","","M","36","","10","","","M","89.59","","","","-32","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-02-02 03:00","2022","02","02","03:00","-24.4","","-27.4","","77","","","M","36","","12","","","M","89.57","","","","-33","","NA"
