"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.88","49.83","SPARWOOD A","1157635","2022-04-01 00:00","2022","04","01","00:00","0.9","","-10.3","","43","","","M","20","","7","","","M","88.04","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-04-01 01:00","2022","04","01","01:00","0.2","","-9.7","","47","","","M","23","","4","","","M","88.10","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-04-01 02:00","2022","04","01","02:00","0.1","","-9.7","","48","","","M","20","","9","","","M","88.11","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-04-01 03:00","2022","04","01","03:00","0.3","","-9.6","","48","","","M","23","","13","","","M","88.14","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-04-01 04:00","2022","04","01","04:00","-0.3","","-9.3","","51","","","M","20","","12","","","M","88.13","","","","-4","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-04-01 05:00","2022","04","01","05:00","-1.2","","-9.5","","53","","","M","20","","6","","","M","88.18","","","","-3","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-04-01 06:00","2022","04","01","06:00","-2.2","","-8.9","","60","","","M","14","","3","","","M","88.24","","","","-3","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-04-01 07:00","2022","04","01","07:00","0.5","","-8.8","","50","","","M","25","","8","","","M","88.27","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-04-01 08:00","2022","04","01","08:00","2.5","","-9.9","","40","","","M","18","","16","","","M","88.29","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2022-04-01 09:00","2022","04","01","09:00","4.3","","-10.0","","35","","","M","17","","12","","","M","88.25","","","","","","NA"
