"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.88","49.83","SPARWOOD A","1157635","2020-12-01 00:00","2020","12","01","00:00","0.5","","-4.5","","69","","","M","18","","5","","","M","89.03","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-12-01 01:00","2020","12","01","01:00","0.9","","-4.3","","68","","","M","18","","12","","","M","89.13","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-12-01 02:00","2020","12","01","02:00","0.1","","-4.4","","72","","","M","25","","3","","","M","89.23","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-12-01 03:00","2020","12","01","03:00","-2.3","","-5.7","","78","","","M","1","","12","","","M","89.35","","","","-7","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-12-01 04:00","2020","12","01","04:00","-3.1","","-6.2","","79","","","M","1","","15","","","M","89.47","","","","-8","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-12-01 05:00","2020","12","01","05:00","-3.5","","-6.4","","80","","","M","34","","7","","","M","89.56","","","","-6","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-12-01 06:00","2020","12","01","06:00","-5.3","","-7.5","","85","","","M","36","","10","","","M","89.66","","","","-10","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-12-01 07:00","2020","12","01","07:00","-6.4","","-7.9","","89","","","M","2","","8","","","M","89.75","","","","-10","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-12-01 08:00","2020","12","01","08:00","-7.5","","-8.8","","90","","","M","36","","9","","","M","89.82","","","","-12","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-12-01 09:00","2020","12","01","09:00","-6.3","","-8.6","","84","","","M","1","","6","","","M","89.92","","","","-9","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-12-01 10:00","2020","12","01","10:00","-3.9","","-7.6","","75","","","M","6","","4","","","M","89.98","","","","-6","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-12-01 11:00","2020","12","01","11:00","-1.9","","-7.0","","68","","","M","10","","3","","","M","89.94","","","","-3","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-12-01 12:00","2020","12","01","12:00","-0.1","","-6.2","","63","","","M","33","","3","","","M","89.95","","","","-1","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-12-01 13:00","2020","12","01","13:00","1.5","","-6.1","","57","","","M","26","","4","","","M","89.92","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-12-01 14:00","2020","12","01","14:00","1.6","","-6.2","","56","","","M","25","","6","","","M","89.92","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-12-01 15:00","2020","12","01","15:00","-2.0","","-6.6","","71","","","M","35","","8","","","M","89.97","","","","-5","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-12-01 16:00","2020","12","01","16:00","-3.4","","-7.2","","75","","","M","36","","9","","","M","90.03","","","","-7","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-12-01 17:00","2020","12","01","17:00","-3.6","","-7.7","","73","","","M","36","","10","","","M","90.10","","","","-8","","NA"
