"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.88","49.83","SPARWOOD A","1157635","2020-06-01 00:00","2020","06","01","00:00","9.1","","5.0","","76","","","M","19","","10","","","M","88.58","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-06-01 01:00","2020","06","01","01:00","8.2","","4.6","","78","","","M","16","","7","","","M","88.53","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-06-01 02:00","2020","06","01","02:00","8.5","","4.3","","75","","","M","16","","5","","","M","88.54","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-06-01 03:00","2020","06","01","03:00","7.7","","4.5","","81","","","M","16","","9","","","M","88.58","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-06-01 04:00","2020","06","01","04:00","6.1","","4.0","","87","","","M","34","","7","","","M","88.66","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-06-01 05:00","2020","06","01","05:00","4.6","","3.5","","92","","","M","1","","11","","","M","88.65","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-06-01 06:00","2020","06","01","06:00","7.3","","5.0","","85","","","M","5","","3","","","M","88.67","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-06-01 07:00","2020","06","01","07:00","10.4","","4.5","","66","","","M","17","","12","","","M","88.68","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-06-01 08:00","2020","06","01","08:00","12.1","","4.6","","60","","","M","16","","16","","","M","88.66","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-06-01 09:00","2020","06","01","09:00","12.8","","4.8","","58","","","M","16","","10","","","M","88.66","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-06-01 10:00","2020","06","01","10:00","14.7","","4.7","","51","","","M","16","","17","","","M","88.61","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-06-01 11:00","2020","06","01","11:00","15.0","","4.1","","48","","","M","16","","15","","","M","88.58","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-06-01 12:00","2020","06","01","12:00","15.8","","2.6","","41","","","M","18","","16","","","M","88.53","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-06-01 13:00","2020","06","01","13:00","16.5","","1.5","","36","","","M","17","","20","","","M","88.47","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-06-01 14:00","2020","06","01","14:00","15.2","","2.1","","41","","","M","35","","7","","","M","88.53","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-06-01 15:00","2020","06","01","15:00","16.6","","1.1","","35","","","M","19","","13","","","M","88.50","","","","","","NA"
