"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-01 00:00","2020","01","01","00:00","0.3","","-0.5","","95","","","M","18","","8","","","M","86.65","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-01 01:00","2020","01","01","01:00","0.3","","-0.5","","94","","","M","15","","9","","","M","86.60","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-01 02:00","2020","01","01","02:00","0.5","","-0.4","","94","","","M","18","","12","","","M","86.59","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-01 03:00","2020","01","01","03:00","0.8","","-0.5","","91","","","M","20","","4","","","M","86.56","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-01 04:00","2020","01","01","04:00","1.1","","-0.2","","91","","","M","16","","10","","","M","86.50","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-01 05:00","2020","01","01","05:00","1.4","","0.0","","91","","","M","17","","8","","","M","86.41","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-01 06:00","2020","01","01","06:00","1.4","","0.0","","90","","","M","23","","5","","","M","86.40","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-01 07:00","2020","01","01","07:00","1.8","","0.3","","90","","","M","17","","8","","","M","86.47","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-01 08:00","2020","01","01","08:00","2.0","","0.5","","90","","","M","16","","12","","","M","86.55","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-01 09:00","2020","01","01","09:00","2.1","","0.5","","89","","","M","17","","8","","","M","86.62","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-01 10:00","2020","01","01","10:00","2.3","","0.7","","89","","","M","18","","11","","","M","86.68","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-01 11:00","2020","01","01","11:00","3.1","","0.8","","85","","","M","19","","14","","","M","86.67","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-01 12:00","2020","01","01","12:00","3.1","","0.6","","83","","","M","18","","20","","","M","86.71","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-01 13:00","2020","01","01","13:00","3.3","","0.4","","82","","","M","16","","13","","","M","86.72","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-01 14:00","2020","01","01","14:00","3.1","","0.4","","82","","","M","16","","13","","","M","86.79","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-01 15:00","2020","01","01","15:00","3.4","","0.3","","80","","","M","17","","18","","","M","86.86","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-01 16:00","2020","01","01","16:00","2.9","","0.4","","84","","","M","18","","11","","","M","86.94","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-01 17:00","2020","01","01","17:00","2.9","","0.0","","82","","","M","18","","11","","","M","86.96","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-01 18:00","2020","01","01","18:00","2.7","","-0.1","","82","","","M","20","","10","","","M","87.01","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-01 19:00","2020","01","01","19:00","2.5","","-0.3","","81","","","M","19","","12","","","M","87.06","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-01 20:00","2020","01","01","20:00","3.1","","-1.0","","74","","","M","16","","17","","","M","87.07","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-01 21:00","2020","01","01","21:00","2.6","","-1.1","","77","","","M","18","","7","","","M","87.08","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-01 22:00","2020","01","01","22:00","2.7","","-1.5","","74","","","M","18","","10","","","M","87.13","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-01 23:00","2020","01","01","23:00","2.8","","-1.9","","71","","","M","17","","13","","","M","87.13","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-02 00:00","2020","01","02","00:00","2.7","","-2.3","","70","","","M","18","","14","","","M","87.13","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-02 01:00","2020","01","02","01:00","1.8","","-1.7","","77","","","M","16","","17","","","M","87.11","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-02 02:00","2020","01","02","02:00","2.6","","-3.5","","64","","","M","17","","15","","","M","87.13","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-02 03:00","2020","01","02","03:00","2.3","","-3.2","","67","","","M","17","","16","","","M","87.13","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-02 04:00","2020","01","02","04:00","1.0","","-1.6","","82","","","M","17","","18","","","M","87.18","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-02 05:00","2020","01","02","05:00","0.7","","-2.0","","82","","","M","21","","8","","","M","87.20","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-02 06:00","2020","01","02","06:00","0.7","","-3.1","","76","","","M","31","","4","","","M","87.27","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2020-01-02 07:00","2020","01","02","07:00","0.2","","-3.0","","79","","","M","1","","7","","","M","87.36","","","","","","NA"
