"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.88","49.83","SPARWOOD A","1157635","2021-07-01 00:00","2021","07","01","00:00","17.1","","7.7","","54","","","M","4","","12","","","M","88.56","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-07-01 01:00","2021","07","01","01:00","15.2","","8.0","","62","","","M","2","","7","","","M","88.58","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-07-01 02:00","2021","07","01","02:00","12.3","","8.6","","78","","","M","36","","10","","","M","88.59","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-07-01 03:00","2021","07","01","03:00","11.4","","8.4","","82","","","M","36","","9","","","M","88.59","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-07-01 04:00","2021","07","01","04:00","10.5","","8.2","","85","","","M","36","","7","","","M","88.59","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-07-01 05:00","2021","07","01","05:00","10.7","","7.8","","82","","","M","2","","5","","","M","88.59","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-07-01 06:00","2021","07","01","06:00","14.2","","8.2","","67","","","M","2","","6","","","M","88.56","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-07-01 07:00","2021","07","01","07:00","18.4","","8.2","","51","","","M","14","","3","","","M","88.54","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-07-01 08:00","2021","07","01","08:00","21.6","","7.6","","40","","","M","34","","3","","","M","88.48","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-07-01 09:00","2021","07","01","09:00","25.0","","8.1","","34","","","M","","","0","","","M","88.40","","25","","","","NA"
