"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-01 00:00","2021","02","01","00:00","0.8","","-2.4","","79","","","M","16","","1","","","M","88.69","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-01 01:00","2021","02","01","01:00","0.6","","-2.0","","83","","","M","23","","5","","","M","88.69","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-01 02:00","2021","02","01","02:00","0.2","","-1.6","","87","","","M","11","","1","","","M","88.69","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-01 03:00","2021","02","01","03:00","-0.5","","-1.5","","93","","","M","14","","5","","","M","88.67","","","","-2","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-01 04:00","2021","02","01","04:00","-0.3","","-1.1","","94","","","M","23","","3","","","M","88.65","","","","-1","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-01 05:00","2021","02","01","05:00","-0.1","","-0.8","","95","","","M","34","","3","","","M","88.62","","","","-1","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-01 06:00","2021","02","01","06:00","-0.6","","-1.1","","96","","","M","21","","2","","","M","88.57","","","","-1","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-01 07:00","2021","02","01","07:00","-0.9","","-1.4","","97","","","M","31","","1","","","M","88.51","","","","-1","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-01 08:00","2021","02","01","08:00","-0.9","","-1.3","","97","","","M","35","","3","","","M","88.49","","","","-2","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-01 09:00","2021","02","01","09:00","-0.3","","-0.7","","97","","","M","29","","2","","","M","88.46","","","","-1","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-01 10:00","2021","02","01","10:00","0.6","","-0.3","","94","","","M","28","","3","","","M","88.44","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-01 11:00","2021","02","01","11:00","1.6","","0.0","","89","","","M","12","","1","","","M","88.36","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-01 12:00","2021","02","01","12:00","3.5","","-0.1","","78","","","M","27","","3","","","M","88.28","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-01 13:00","2021","02","01","13:00","5.2","","-0.9","","65","","","M","17","","4","","","M","88.19","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-01 14:00","2021","02","01","14:00","5.5","","-1.1","","62","","","M","19","","3","","","M","88.16","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-01 15:00","2021","02","01","15:00","5.5","","-1.0","","63","","","M","18","","5","","","M","88.12","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-01 16:00","2021","02","01","16:00","3.1","","0.3","","82","","","M","36","","7","","","M","88.09","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-01 17:00","2021","02","01","17:00","2.2","","0.2","","87","","","M","34","","5","","","M","88.04","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-01 18:00","2021","02","01","18:00","1.5","","0.2","","91","","","M","15","","2","","","M","88.01","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-01 19:00","2021","02","01","19:00","2.5","","0.0","","84","","","M","22","","8","","","M","87.97","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-01 20:00","2021","02","01","20:00","2.1","","0.6","","90","","","M","23","","4","","","M","87.94","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-01 21:00","2021","02","01","21:00","1.6","","0.2","","90","","","M","24","","4","","","M","87.91","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-01 22:00","2021","02","01","22:00","1.5","","0.6","","94","","","M","22","","3","","","M","87.83","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-01 23:00","2021","02","01","23:00","1.3","","0.5","","94","","","M","23","","1","","","M","87.81","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-02 00:00","2021","02","02","00:00","1.1","","0.6","","96","","","M","19","","4","","","M","87.75","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-02 01:00","2021","02","02","01:00","1.4","","0.7","","95","","","M","21","","7","","","M","87.74","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-02 02:00","2021","02","02","02:00","2.0","","1.1","","93","","","M","20","","6","","","M","87.72","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-02 03:00","2021","02","02","03:00","2.3","","0.9","","90","","","M","18","","14","","","M","87.71","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-02 04:00","2021","02","02","04:00","0.8","","0.3","","96","","","M","22","","9","","","M","87.70","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-02 05:00","2021","02","02","05:00","1.6","","1.0","","96","","","M","18","","9","","","M","87.71","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-02 06:00","2021","02","02","06:00","2.1","","1.3","","94","","","M","16","","9","","","M","87.66","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-02 07:00","2021","02","02","07:00","2.9","","0.5","","85","","","M","18","","7","","","M","87.62","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-02 08:00","2021","02","02","08:00","3.2","","-0.5","","77","","","M","16","","16","","","M","87.66","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-02 09:00","2021","02","02","09:00","3.1","","-0.5","","77","","","M","16","","12","","","M","87.63","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-02 10:00","2021","02","02","10:00","3.2","","-1.0","","74","","","M","17","","16","","","M","87.65","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-02 11:00","2021","02","02","11:00","3.0","","-0.9","","76","","","M","17","","10","","","M","87.65","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-02 12:00","2021","02","02","12:00","2.1","","-0.5","","82","","","M","15","","13","","","M","87.60","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-02 13:00","2021","02","02","13:00","2.0","","-0.4","","84","","","M","17","","12","","","M","87.58","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-02 14:00","2021","02","02","14:00","1.5","","-0.4","","87","","","M","17","","10","","","M","87.57","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-02 15:00","2021","02","02","15:00","1.0","","-0.1","","92","","","M","23","","4","","","M","87.57","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-02 16:00","2021","02","02","16:00","0.9","","-0.5","","91","","","M","20","","5","","","M","87.60","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-02 17:00","2021","02","02","17:00","0.8","","-0.9","","88","","","M","17","","11","","","M","87.61","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-02 18:00","2021","02","02","18:00","1.0","","-1.9","","81","","","M","17","","11","","","M","87.57","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-02 19:00","2021","02","02","19:00","0.3","","-1.4","","89","","","M","17","","15","","","M","87.60","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2021-02-02 20:00","2021","02","02","20:00","0.1","","-1.8","","87","","","M","14","","17","","","M","87.59","","","","","","NA"
